1771819130.480,-160668.83,-159073.95,-155509.42,-159123.48,13339.027,-95253.16,-130213.6,-47569.47
1771819130.480,-160669.19,-159070.19,-155509.42,-159120.12,13328.254,-95251.91,-130208.15,-47567.95
1771819130.480,-160681.36,-159081.86,-155520.73,-159129.16,13321.235,-95260.93,-130217.41,-47581.36
1771819130.480,-160687.3,-159090.48,-155528.16,-159138.05,13326.108,-95267.46,-130227.33,-47588.51
1771819130.480,-160679.47,-159085.03,-155518.4,-159133.5,13331.965,-95261.516,-130223.88,-47581.09
1771819130.480,-160675.77,-159081.23,-155512.11,-159129.38,13320.118,-95258.164,-130221.6,-47574.387
1771819130.480,-160684.92,-159091.3,-155526.5,-159136.84,13312.921,-95266.34,-130230.055,-47585.562
1771819130.480,-160686.77,-159097.11,-155534.11,-159147.7,13316.631,-95268.0,-130236.67,-47595.484
1771819130.480,-160681.53,-159088.88,-155531.47,-159144.48,13320.028,-95261.29,-130229.336,-47590.3
1771819130.480,-160679.25,-159081.23,-155524.27,-159135.33,13324.946,-95254.945,-130222.63,-47581.137
1771819130.529,-160686.27,-159085.92,-155531.06,-159138.77,13310.418,-95262.09,-130227.1,-47589.316
1771819130.529,-160690.73,-159092.55,-155537.45,-159151.55,13312.295,-95266.07,-130236.76,-47598.93
1771819130.529,-160687.2,-159087.5,-155536.47,-159152.4,13312.563,-95261.875,-130231.71,-47596.516
1771819130.529,-160683.05,-159082.98,-155532.86,-159144.94,13310.149,-95255.39,-130226.79,-47591.195
1771819130.529,-160688.42,-159087.1,-155534.06,-159149.5,13308.45,-95255.7,-130230.5,-47595.844
1771819130.529,-160700.94,-159097.83,-155545.81,-159157.23,13309.076,-95265.266,-130240.96,-47604.023
1771819130.529,-160700.17,-159095.55,-155545.81,-159154.73,13316.095,-95266.12,-130240.16,-47600.984
1771819130.529,-160688.95,-159085.89,-155535.98,-159149.72,13314.485,-95255.62,-130236.4,-47594.367
1771819130.529,-160689.98,-159086.25,-155537.19,-159156.56,13313.859,-95252.22,-130240.83,-47600.715
1771819130.529,-160709.47,-159097.95,-155555.16,-159165.23,13309.792,-95263.17,-130247.98,-47616.81
1771819130.537,-160707.81,-159096.66,-155562.53,-159159.16,13318.554,-95259.37,-130241.81,-47606.617
1771819130.537,-160697.89,-159086.11,-155555.66,-159148.2,13312.876,-95251.73,-130230.766,-47592.625
1771819130.537,-160700.62,-159082.67,-155563.11,-159144.05,13292.581,-95250.336,-130225.36,-47594.457
1771819130.537,-160711.03,-159088.61,-155581.8,-159149.67,13285.651,-95254.945,-130229.92,-47607.332
1771819130.537,-160721.62,-159090.17,-155595.44,-159151.02,13285.473,-95260.76,-130227.82,-47612.832
1771819130.537,-160717.16,-159078.33,-155597.94,-159139.08,13284.847,-95254.18,-130214.45,-47604.16
1771819130.537,-160718.33,-159074.98,-155605.5,-159134.39,13268.173,-95251.45,-130207.57,-47600.45
1771819130.537,-160732.31,-159086.11,-155619.12,-159144.1,13257.712,-95259.73,-130213.83,-47611.266
1771819130.537,-160741.52,-159090.48,-155631.16,-159150.25,13266.787,-95263.52,-130213.24,-47616.945
1771819130.537,-160732.89,-159081.45,-155623.38,-159141.55,13278.32,-95255.125,-130203.414,-47606.215
1771819130.578,-160726.95,-159075.73,-155614.48,-159136.58,13268.485,-95248.414,-130198.18,-47597.23
1771819130.578,-160732.94,-159082.8,-155616.81,-159147.44,13272.42,-95251.59,-130205.29,-47604.293
1771819130.578,-160741.52,-159091.47,-155629.1,-159155.27,13279.08,-95259.73,-130212.35,-47613.902
1771819130.578,-160733.44,-159083.47,-155622.53,-159149.19,13283.059,-95253.02,-130205.87,-47604.875
1771819130.578,-160726.72,-159078.95,-155613.23,-159141.45,13271.078,-95246.36,-130201.89,-47597.676
1771819130.578,-160736.83,-159086.11,-155614.53,-159147.03,13267.457,-95253.375,-130205.78,-47606.17
1771819130.578,-160747.3,-159090.48,-155625.34,-159152.81,13272.866,-95257.086,-130208.375,-47616.184
1771819130.578,-160740.62,-159086.02,-155622.84,-159152.4,13271.704,-95255.03,-130208.82,-47613.5
1771819130.578,-160730.89,-159081.42,-155616.67,-159147.36,13262.361,-95248.77,-130204.35,-47605.453
1771819130.578,-160736.61,-159086.02,-155621.05,-159151.38,13256.818,-95249.22,-130209.22,-47610.06
1771819130.625,-160747.47,-159096.53,-155630.17,-159160.94,13260.305,-95252.8,-130219.77,-47621.19
1771819130.625,-160748.23,-159093.53,-155634.06,-159161.75,13265.49,-95249.49,-130218.836,-47619.36
1771819130.625,-160737.77,-159084.45,-155623.95,-159154.81,13264.552,-95239.92,-130212.35,-47612.742
1771819130.625,-160740.72,-159085.97,-155628.3,-159155.94,13252.4375,-95240.86,-130209.71,-47616.99
1771819130.625,-160753.69,-159097.9,-155638.94,-159165.19,13252.929,-95248.73,-130220.664,-47627.85
1771819130.625,-160754.8,-159101.58,-155636.7,-159171.17,13258.069,-95251.37,-130227.46,-47629.73
1771819130.625,-160742.64,-159092.67,-155629.64,-159162.73,13259.635,-95241.484,-130220.84,-47620.25
1771819130.625,-160741.03,-159089.33,-155627.94,-159163.77,13258.785,-95236.57,-130218.38,-47621.28
1771819130.625,-160751.62,-159099.44,-155637.38,-159170.06,13256.55,-95244.88,-130226.57,-47631.875
1771819130.625,-160754.8,-159102.78,-155639.42,-159171.72,13269.38,-95245.33,-130229.61,-47635.273
1771819130.684,-160754.22,-159097.73,-155634.69,-159169.84,13268.485,-95240.234,-130226.92,-47631.383
1771819130.684,-160754.12,-159096.08,-155635.22,-159166.98,13254.672,-95234.914,-130223.21,-47630.4
1771819130.684,-160760.83,-159108.14,-155638.58,-159176.45,13244.882,-95242.6,-130235.06,-47639.207
1771819130.684,-160768.66,-159114.67,-155649.62,-159184.14,13249.263,-95248.55,-130241.68,-47647.387
1771819130.684,-160761.81,-159106.45,-155641.44,-159179.27,13252.526,-95242.83,-130236.984,-47639.117
1771819130.684,-160757.92,-159100.95,-155636.39,-159175.56,13241.753,-95236.75,-130232.02,-47636.344
1771819130.684,-160764.33,-159109.58,-155646.58,-159185.8,13237.327,-95239.875,-130241.68,-47645.465
1771819130.684,-160776.75,-159119.28,-155657.48,-159193.08,13239.965,-95248.91,-130248.16,-47653.6
1771819130.684,-160768.56,-159112.84,-155652.03,-159188.92,13243.943,-95245.96,-130243.016,-47649.53
1771819130.684,-160764.19,-159103.9,-155647.06,-159184.23,13238.758,-95237.195,-130236.266,-47644.93
1771819130.732,-160773.58,-159110.61,-155654.17,-159190.14,13229.951,-95239.66,-130241.27,-47652.215
1771819130.732,-160784.58,-159124.9,-155663.61,-159202.88,13234.689,-95250.25,-130254.555,-47666.117
1771819130.732,-160778.84,-159119.28,-155662.67,-159197.38,13234.422,-95246.31,-130250.88,-47659.008
1771819130.732,-160770.72,-159115.84,-155652.97,-159193.98,13234.422,-95241.266,-130248.83,-47653.332
1771819130.732,-160774.83,-159119.81,-155657.03,-159198.19,13224.766,-95242.74,-130252.766,-47657.133
1771819130.732,-160784.84,-159130.86,-155669.02,-159209.36,13229.37,-95250.43,-130262.87,-47669.516
1771819130.732,-160782.61,-159129.47,-155663.7,-159212.31,13245.105,-95250.02,-130265.234,-47668.086
1771819130.732,-160772.6,-159119.05,-155656.69,-159204.44,13247.475,-95240.15,-130256.3,-47656.598
1771819130.732,-160774.38,-159122.14,-155659.36,-159208.6,13235.853,-95243.37,-130259.16,-47659.5
1771819130.732,-160784.44,-159132.16,-155671.44,-159216.42,13225.525,-95250.695,-130267.38,-47670.5
1771819130.737,-160789.12,-159136.17,-155674.97,-159219.6,13228.789,-95255.39,-130271.805,-47673.0
1771819130.737,-160782.11,-159126.56,-155665.44,-159211.86,13224.453,-95250.16,-130263.805,-47666.92
1771819130.737,-160778.5,-159122.77,-155663.03,-159211.77,13220.742,-95246.09,-130262.64,-47666.387
1771819130.737,-160792.12,-159133.19,-155668.89,-159218.7,13223.872,-95254.09,-130270.734,-47674.61
1771819130.737,-160798.88,-159138.9,-155678.27,-159223.17,13233.26,-95259.59,-130274.984,-47678.902
1771819130.737,-160791.33,-159130.31,-155672.5,-159217.62,13238.668,-95253.11,-130267.83,-47669.293
1771819130.737,-160789.89,-159124.38,-155670.94,-159213.02,13224.497,-95249.0,-130262.46,-47664.777
1771819130.737,-160799.23,-159133.22,-155680.33,-159222.6,13221.011,-95254.63,-130271.49,-47675.816
1771819130.737,-160804.64,-159144.77,-155687.53,-159230.72,13227.627,-95262.63,-130282.0,-47684.582
1771819130.737,-160798.66,-159136.89,-155681.48,-159224.64,13228.253,-95258.38,-130275.695,-47676.98
1771819130.771,-160794.72,-159132.06,-155674.03,-159221.38,13220.43,-95252.57,-130271.49,-47672.688
1771819130.771,-160802.45,-159139.08,-155680.64,-159229.92,13218.373,-95256.734,-130276.81,-47682.03
1771819130.771,-160811.62,-159147.31,-155688.28,-159236.77,13229.013,-95263.17,-130285.22,-47688.78
1771819130.771,-160809.88,-159143.23,-155684.08,-159232.78,13230.89,-95263.21,-130284.1,-47683.285
1771819130.771,-160798.75,-159132.52,-155678.4,-159226.25,13222.799,-95252.57,-130274.625,-47676.89
1771819130.771,-160802.28,-159135.42,-155680.95,-159230.95,13218.954,-95254.27,-130280.125,-47683.06
1771819130.771,-160818.1,-159147.03,-155692.89,-159240.25,13221.1,-95265.36,-130288.26,-47692.18
1771819130.771,-160818.02,-159146.23,-155694.33,-159238.19,13221.86,-95266.92,-130288.664,-47687.71
1771819130.771,-160811.94,-159139.97,-155686.67,-159233.0,13216.854,-95261.2,-130281.375,-47681.94
1771819130.771,-160814.25,-159147.12,-155689.81,-159237.39,13213.366,-95268.086,-130287.27,-47687.934
1771819130.821,-160829.81,-159153.66,-155704.2,-159244.36,13210.863,-95275.28,-130295.1,-47698.527
1771819130.821,-160832.19,-159149.36,-155706.39,-159246.6,13219.223,-95269.25,-130298.67,-47704.16
1771819130.821,-160816.31,-159147.75,-155687.44,-159245.08,13222.799,-95267.64,-130298.63,-47701.703
1771819130.821,-160812.11,-159151.83,-155680.9,-159246.45,13218.642,-95265.67,-130300.414,-47691.016
1771819130.821,-160825.25,-159158.94,-155690.52,-159257.4,13220.563,-95268.625,-130308.51,-47693.746
1771819130.821,-160824.62,-159161.44,-155691.02,-159262.86,13230.9795,-95270.45,-130315.57,-47694.01
1771819130.821,-160812.56,-159153.8,-155678.27,-159262.73,13229.996,-95262.05,-130317.05,-47686.68
1771819130.821,-160801.3,-159146.9,-155665.48,-159266.44,13230.577,-95253.16,-130320.67,-47681.94
1771819130.821,-160805.31,-159158.53,-155669.47,-159280.8,13229.146,-95255.62,-130337.79,-47689.184
1771819130.821,-160804.06,-159168.31,-155668.58,-159293.12,13239.92,-95259.414,-130353.21,-47689.453
1771819130.869,-160789.0,-159159.73,-155655.73,-159293.12,13243.139,-95249.94,-130357.99,-47676.8
1771819130.869,-160781.8,-159156.66,-155643.4,-159292.11,13236.075,-95244.7,-130358.04,-47670.05
1771819130.869,-160782.11,-159165.86,-155646.36,-159307.53,13232.678,-95248.51,-130373.1,-47678.367
1771819130.869,-160786.77,-159172.39,-155648.64,-159318.48,13241.262,-95252.71,-130387.63,-47683.016
1771819130.869,-160775.55,-159164.25,-155635.05,-159313.88,13248.279,-95243.586,-130385.53,-47670.676
1771819130.869,-160765.31,-159160.4,-155625.52,-159315.22,13243.229,-95238.266,-130386.96,-47667.28
1771819130.869,-160771.56,-159167.52,-155633.66,-159327.64,13234.824,-95248.234,-130397.29,-47679.125
1771819130.869,-160783.86,-159173.19,-155642.64,-159334.3,13241.217,-95251.14,-130403.5,-47685.07
1771819130.869,-160774.47,-159167.33,-155631.78,-159331.0,13253.733,-95240.95,-130399.21,-47677.426
1771819130.869,-160766.16,-159158.17,-155624.4,-159323.62,13253.823,-95233.26,-130390.31,-47669.87
1771819130.920,-160771.83,-159165.33,-155630.75,-159330.6,13241.664,-95239.92,-130397.47,-47677.25
1771819130.920,-160781.22,-159177.3,-155641.66,-159340.25,13232.455,-95250.43,-130409.54,-47688.023
1771819130.920,-160781.05,-159173.73,-155638.27,-159334.53,13236.031,-95250.65,-130406.234,-47684.355
1771819130.920,-160777.78,-159165.4,-155628.16,-159328.84,13246.224,-95244.836,-130398.99,-47677.34
1771819130.920,-160782.56,-159172.16,-155635.8,-159335.69,13233.841,-95250.2,-130406.766,-47683.33
1771819130.920,-160793.16,-159182.44,-155648.55,-159343.88,13232.857,-95256.82,-130415.305,-47695.22
1771819130.920,-160794.14,-159178.23,-155646.0,-159340.06,13245.24,-95253.78,-130410.7,-47691.867
1771819130.920,-160785.33,-159168.31,-155634.23,-159331.7,13242.2,-95246.766,-130403.37,-47680.645
1771819130.920,-160788.73,-159172.08,-155640.62,-159336.77,13236.522,-95248.86,-130407.84,-47685.965
1771819130.920,-160802.4,-159185.66,-155651.4,-159345.52,13231.024,-95258.74,-130418.03,-47697.902
1771819130.970,-160800.98,-159184.02,-155656.1,-159346.73,13234.868,-95259.55,-130417.45,-47699.777
1771819130.970,-160789.89,-159174.31,-155643.81,-159338.73,13239.115,-95252.26,-130409.41,-47690.66
1771819130.970,-160791.6,-159171.53,-155640.72,-159334.7,13230.354,-95252.26,-130405.695,-47690.883
1771819130.970,-160803.22,-159183.03,-155653.38,-159346.9,13225.392,-95262.63,-130416.914,-47703.176
1771819130.970,-160804.33,-159188.88,-155657.8,-159353.66,13230.935,-95267.37,-130424.02,-47706.617
1771819130.970,-160799.6,-159182.89,-155652.12,-159347.98,13230.935,-95263.44,-130418.57,-47698.93
1771819130.970,-160801.3,-159177.27,-155652.8,-159344.1,13225.48,-95260.8,-130413.12,-47697.32
1771819130.970,-160809.42,-159185.17,-155663.25,-159353.25,13220.116,-95266.12,-130421.03,-47707.42
1771819130.970,-160818.28,-159194.38,-155668.97,-159361.34,13231.516,-95273.49,-130430.73,-47716.902
1771819130.970,-160810.98,-159185.58,-155663.3,-159353.44,13234.913,-95266.56,-130422.81,-47707.87
1771819130.976,-160810.1,-159182.1,-155658.38,-159347.27,13226.6875,-95263.305,-130417.984,-47700.85
1771819130.976,-160819.67,-159190.53,-155664.73,-159353.61,13222.128,-95269.16,-130424.65,-47708.05
1771819130.976,-160827.17,-159198.19,-155672.9,-159360.86,13224.095,-95276.84,-130432.43,-47716.098
1771819130.976,-160819.39,-159191.08,-155667.0,-159355.22,13224.811,-95275.234,-130427.78,-47708.72
1771819130.976,-160810.67,-159182.98,-155659.0,-159350.0,13221.278,-95268.98,-130421.516,-47702.863
1771819130.976,-160819.67,-159189.6,-155669.2,-159357.28,13212.83,-95272.16,-130426.836,-47711.582
1771819130.976,-160830.75,-159201.27,-155683.86,-159366.84,13216.809,-95281.09,-130437.92,-47721.684
1771819130.976,-160826.5,-159198.31,-155676.89,-159365.5,13224.095,-95283.87,-130438.06,-47717.348
1771819130.976,-160820.97,-159193.75,-155672.69,-159361.12,13219.088,-95279.17,-130431.94,-47712.207
1771819130.976,-160825.66,-159198.45,-155677.92,-159364.97,13210.729,-95277.79,-130435.555,-47718.734
1771819131.018,-160839.11,-159209.62,-155690.34,-159374.67,13211.3545,-95289.55,-130446.11,-47731.652
1771819131.018,-160838.53,-159208.02,-155689.94,-159375.66,13216.854,-95289.55,-130447.18,-47729.285
1771819131.018,-160828.56,-159197.42,-155685.3,-159369.66,13214.081,-95281.27,-130436.49,-47721.816
1771819131.018,-160830.34,-159197.9,-155689.27,-159370.78,13204.783,-95283.28,-130435.555,-47726.242
1771819131.018,-160840.4,-159210.16,-155696.25,-159380.56,13209.164,-95291.16,-130450.04,-47735.945
1771819131.018,-160841.39,-159206.72,-155700.48,-159381.73,13217.837,-95289.32,-130446.375,-47735.453
1771819131.018,-160830.12,-159194.52,-155690.08,-159371.31,13220.251,-95280.78,-130435.51,-47725.125
1771819131.018,-160829.45,-159194.3,-155690.47,-159372.12,13208.807,-95278.81,-130434.98,-47727.81
1771819131.018,-160841.44,-159205.16,-155702.9,-159384.33,13205.588,-95286.1,-130445.39,-47739.52
1771819131.018,-160844.56,-159210.78,-155708.98,-159385.67,13217.121,-95290.03,-130451.16,-47741.04
1771819131.065,-160835.84,-159202.56,-155701.08,-159379.14,13223.425,-95285.74,-130443.695,-47733.082
1771819131.065,-160833.39,-159200.73,-155695.62,-159377.62,13215.244,-95284.18,-130441.46,-47731.117
1771819131.065,-160841.88,-159208.64,-155707.64,-159386.73,13202.1455,-95289.37,-130449.28,-47740.953
1771819131.065,-160853.02,-159214.0,-155716.77,-159390.58,13213.1875,-95294.055,-130454.24,-47747.3
1771819131.065,-160843.1,-159205.47,-155707.55,-159383.66,13219.714,-95286.86,-130447.67,-47737.688
1771819131.065,-160838.62,-159200.55,-155698.56,-159379.28,13218.552,-95281.09,-130444.54,-47731.25
1771819131.065,-160847.25,-159208.06,-155706.3,-159387.28,13207.688,-95284.89,-130452.586,-47739.164
1771819131.065,-160853.81,-159214.36,-155714.03,-159395.6,13217.971,-95287.53,-130457.77,-47745.02
1771819131.065,-160846.31,-159205.25,-155706.61,-159390.4,13222.799,-95281.81,-130452.55,-47738.54
1771819131.065,-160839.06,-159199.34,-155703.44,-159382.31,13211.176,-95276.266,-130444.45,-47730.535
1771819131.115,-160845.9,-159205.73,-155714.66,-159391.03,13201.609,-95280.42,-130451.65,-47737.598
1771819131.115,-160861.81,-159215.08,-155722.94,-159400.6,13207.823,-95287.35,-130458.58,-47747.434
1771819131.115,-160855.92,-159211.19,-155719.62,-159397.3,13216.451,-95285.03,-130455.586,-47741.13
1771819131.115,-160846.75,-159203.36,-155711.53,-159391.52,13211.488,-95278.86,-130448.875,-47732.547
1771819131.115,-160848.77,-159210.03,-155712.25,-159393.67,13200.447,-95283.375,-130453.35,-47736.348
1771819131.115,-160864.45,-159222.19,-155726.86,-159405.88,13204.828,-95291.87,-130465.375,-47747.656
1771819131.115,-160859.94,-159218.12,-155723.06,-159403.19,13217.435,-95286.99,-130462.16,-47741.89
1771819131.115,-160849.8,-159208.78,-155713.72,-159395.77,13215.109,-95280.555,-130454.78,-47731.7
1771819131.115,-160853.45,-159212.84,-155713.86,-159398.98,13205.052,-95284.58,-130459.65,-47732.86
1771819131.115,-160863.3,-159221.92,-155723.78,-159407.61,13202.95,-95290.664,-130469.62,-47742.426
1771819131.162,-160860.03,-159218.83,-155722.97,-159410.2,13211.042,-95290.8,-130469.17,-47743.188
1771819131.162,-160851.19,-159211.33,-155717.61,-159403.38,13204.873,-95285.43,-130464.34,-47733.35
1771819131.162,-160848.55,-159210.11,-155714.27,-159402.3,13201.743,-95280.42,-130463.54,-47730.758
1771819131.162,-160860.75,-159219.1,-155724.98,-159413.61,13202.101,-95287.53,-130470.11,-47741.4
1771819131.162,-160864.64,-159223.7,-155729.02,-159418.75,13215.065,-95290.93,-130476.15,-47743.855
1771819131.162,-160854.58,-159215.53,-155722.58,-159410.7,13215.959,-95284.625,-130469.58,-47733.977
1771819131.162,-160848.1,-159211.19,-155721.67,-159409.31,13201.341,-95280.2,-130466.445,-47731.965
1771819131.162,-160859.55,-159221.34,-155729.19,-159419.38,13199.866,-95287.89,-130477.71,-47741.754
1771819131.162,-160866.3,-159230.86,-155735.4,-159426.66,13213.232,-95295.13,-130487.63,-47748.33
1771819131.162,-160858.69,-159222.5,-155729.55,-159420.77,13216.987,-95287.84,-130478.516,-47741.71
1771819131.168,-160854.36,-159217.45,-155721.55,-159416.6,13211.488,-95281.945,-130474.05,-47734.78
1771819131.168,-160860.39,-159225.62,-155730.03,-159425.67,13201.878,-95286.37,-130483.836,-47741.934
1771819131.168,-160867.5,-159228.8,-155739.2,-159431.84,13196.558,-95291.42,-130489.11,-47749.625
1771819131.168,-160860.44,-159222.6,-155733.03,-159429.92,13201.833,-95286.234,-130485.266,-47745.6
1771819131.168,-160854.17,-159221.34,-155731.11,-159427.83,13195.574,-95283.11,-130482.05,-47740.01
